,R^2_twitter,RMSE_Twitter,RMSE_L4F
Blenheim,-0.06528316471637297,18.91496695898114,19.976723271253725
Bloemfontein,0.14849505280230946,12.55103243687836,13.674370843616536
Bodo,-0.22742112482731458,71.18973713175279,75.2083159048918
Bogota,0.11920256362702708,799.2335947639823,832.5605561449794
Boise,-0.3052541030892473,88.6306099518974,91.43796661278752
Bolivia,0.07308054602388137,432.65549174186003,470.24199232698936
Bologna,0.2599611101619116,1146.0737347213517,1118.348440467851
Bolzano,-0.026313248974414005,63.31185255534359,55.67421102662794
Bonito,-0.10824579209514718,18.73525547901881,20.680802352362928
Bordeaux,-0.15521566711151857,735.2105678223736,674.7071398253098
Boston,-0.27885850961040015,1367.8334948653537,1243.831332430228
Botswana,-1.3129533311243753,93.82671656966053,94.01313665271067
Bournemouth,-0.07669047894044456,107.27066191352664,104.67484820937764
Bozeman,-0.3219869178107282,52.73728391071235,44.65212061033608
Brasilia,0.0776171015017455,284.1867629285501,306.7593457915647
Bratislava,-0.33369671540940615,434.52294352552445,373.6487521462754
Brazil,-0.27228035333537637,9227.132456546367,8087.8409239869925
Bremen,-0.0374637308118011,356.30686440150026,322.5174788746922
Brest,-0.11503857360615344,95.93506141593484,89.60413776107802
Brisbane,0.12663718778647515,1497.5408606561361,1461.7211720851128
Bristol,0.2996492280926496,715.363303474998,693.516506483894
Brno,-0.09566830425733563,159.06579064610207,162.4176585251162
Broome,-8.748249645814967,151.93932779172854,38.752548823562314
Brownsville,-0.24108859754690526,15.428719927839571,16.4043921567137
Brunei,0.0548636895355511,60.489370386141964,69.81854693394686
Brussels,0.22737150288138663,3226.7612446148078,3275.2126172007665
Bucharest,0.12631829420370722,1560.7096185514624,1533.7664524828149
Budapest,0.12463145560508793,4077.49315994448,4040.0525483147535
Buffalo,0.14743028367811273,108.86143626963111,120.00832352317795
Bulgaria,-0.20404060655690315,2272.7883487630447,2055.9512221716786
Burbank,-0.06376253373819152,24.703588172043524,27.038885843470883
Burgos,0.14698823895776592,16.099967356696997,18.242512376657444
Burlington,-0.3894946168379596,41.12153967792765,41.7187219101029
Burnie,-0.22004237046976782,6.030864094141282,6.887606339923181
Bursa,-0.6425394541827736,27.53562364130343,23.501436126330667
Burundi,-2.384253946870839,65.02460280490962,72.08062556631462
Busan,-0.255674950523169,367.47420861188266,312.78096800366944
Caen,-0.0780173417886576,19.407776426579677,20.633509608159248
Cagliari,-0.004288177135863824,576.032668443708,552.2446224698571
Cairns,0.02466565405856269,459.05095724700965,455.98899916914803
Cairo,0.0028437917434785964,983.1476398521618,952.7542038885706
Calabar,-0.12676402582448,5.100127794667341,5.111212398981283
Calgary,-0.7338640370320628,678.6576389512877,530.7795875930694
Cali,-0.33225433670377424,150.14378973580952,145.36932860551693
Cambodia,-0.24738241800051752,1402.5762571626753,1293.7774575513245
Cambridge,-0.1456329056986454,25.644956056610706,21.377711816281927
Cameroon,-0.9030707467648496,213.91459321284034,160.936389741316
Canada,-12.588460092695485,21532.442908714638,5872.909750219115
Canberra,-0.052859329252190834,111.79746892371925,132.84541753834606
Cancun,0.06438767987336524,1713.3604184536296,1691.8163891595643
Caracas,-4.58363918360178,875.2363133937417,345.1009436223879
Cardiff,0.29260498364713683,245.9931061944705,244.3853667877846
Carmel,-1.813570476609263,27.114505463352838,20.008921350081568
Cartagena,0.28411703654839504,176.85027744910383,183.24785794493275
Casablanca,0.05642120471043832,1110.6769651405784,1145.3225235151422
Casper,-1.7572192400587747,16.219580645018425,19.521091858391273
Castlegar,0.051972237731226834,9.057670519261833,10.365680812646964
Catania,0.02775227738103936,1468.4343139439186,1453.1673262249644
Cayenne,-0.21318862105138248,48.873476920232925,49.918137673094336
Cebu,0.0060627851980383785,621.3458141634926,606.9951500687887
Chad,-0.2510765220328903,26.64840377585973,32.69900102401831
Champaign,-0.09134302388632487,12.835670184242487,15.821343253458284
Chandigarh,-0.19581108029818428,60.31321716924917,67.03541653717458
Changsha,-75.11168979038875,775.9046372170915,100.32584977368745
Charleston,-0.6374406387211047,118.73715093935888,95.03123869615192
Charlotte,-0.06131327830443545,233.7735130260709,229.27809874146288
Charlottesville,0.13486473030421375,14.170335317542387,13.796618414941397
Charlottetown,-0.26253567779619913,19.110807603617655,21.745493875887252
Chattanooga,-0.3797109495007005,21.91798590722412,23.424882437004886
Chelyabinsk,-0.8288151228870393,323.9456684859469,230.7101162376175
Chengdu,0.18090437533071257,298.71291789474645,343.0397542673625
Chennai,-0.1792269551651018,632.4667532387047,609.2919552869084
Cheongju,-0.013677787649498896,10.04518638622253,11.645901258770497
Chicago,-0.16911322266111828,1701.5552292243358,1593.317522069224
Chihuahua,-0.09783672546558297,24.744722264143387,26.980602117539927
Chile,-0.03848315526747936,1111.64672515071,1005.6935616874215
China,0.12496759837958205,8654.687046185622,9040.380706780834
Chittagong,0.04605196155614144,26.1266518378023,30.38653405067619
Christchurch,0.10468113162761572,628.5323903569829,644.9682275211073
Cincinnati,0.07456461708909012,83.65712586931637,81.5603671895471
Clearwater,-0.241755673650202,17.624197220075942,19.436944324854665
Cleveland,-0.015446369273627303,110.06554830694283,105.54823051498188
Coca,-0.041700403088492655,4.4615273567153295,4.880693790333502
Coimbatore,-0.27269063313834563,52.38566426641695,54.17040423803851
Cologne,0.1922922870447914,990.4939289796331,947.4295372566799
Colombia,0.157597442311333,1513.1333882914914,1559.2088482248978
Colombo,0.16270051782742723,1649.222389718901,1720.632302126487
Columbia,0.08311120885686063,26.92258643920629,28.143150740344442
Columbus,-0.05439059245542355,7.027843171060436,7.784202502103218
Comox,-0.17484699257884406,9.565622957583876,11.479290609755719
Concepcion,-0.4218667067182529,14.728654359297183,16.013191583425836
Congo,-0.1111624518580614,56.586103762695345,71.20325097366518
Constantine,-0.03600530138363478,54.60420506230626,63.84646026430322
Copenhagen,0.14596347738432458,2930.8444778437442,2934.9652702940166
Cordoba,-0.1258091724444208,90.16697683249862,94.08828529465028
Corfu,-0.8178080614580583,1036.1810399410767,731.4273841878247
Cork,0.1623260543097712,570.6079801625976,539.9562639442719
Cozumel,-0.1605580634323278,40.005515913217856,36.53479505895715
Cranbrook,-0.1732677156559752,8.255427402986541,9.610677445827735
Crete,-0.5368822425020339,2440.624119519909,2034.2426225123922
Croatia,-0.4927191470375474,4535.537216306073,3577.8176049536687
Cuba,0.1815316980445396,2009.2750458225587,2200.6021682552455
Curacao,-0.8607817127878716,468.50484359873894,459.1546127913567
Curitiba,0.2570368921787831,100.58382415895451,92.2040339191716
Cyprus,-0.051675224237178075,3418.9127391064662,3163.280072533122
Daegu,0.34647455191755516,17.128514323368385,16.800475223693393
Dakar,-0.7295765330340716,290.7540033454502,229.93922570873212
Dalian,0.14261458685040196,99.52305166258763,108.06952288848021
Dallas,-0.08788592775057325,580.5282797872027,565.5031911485723
Damascus,0.032541329400592955,34.69388955576344,36.25732038154502
Darwin,-0.8164941368759615,392.0465370454019,293.19793192510116
Davao,-0.04454052950860388,163.74958511577344,149.16769106811887
Dayton,0.05753375312363651,40.10049750506599,43.56509362795517
Delhi,-0.3378100242898834,2738.509168919129,2430.236503456891
Denmark,0.18042806625968233,3266.803821640798,3295.9200033253705
Denver,-0.18021564936121903,700.9134499131691,663.0876731365356
Derby,-0.04827338583065588,8.11422067912715,10.756128340392745
Derry,0.20916515674440328,100.90392666885927,89.97651114926467
Detroit,0.052779784657367546,281.2827780628495,283.20475115050374
Devonport,-0.20501904601701093,14.433784164469678,15.444310728257438
Dhaka,0.029260084394711505,338.0798673820085,337.7960181282208
Dickinson,-0.42339144488800784,8.753974960102271,9.265538387643927
Dijon,0.008233371612222484,13.645629921616194,14.670778380210438
Djibouti,-10.283453562820464,153.29653998615134,70.734940834348
Doha,0.1016714658181972,455.2554943152677,447.389035495989
Dominica,-0.02179718789698093,48.54719451800777,47.1534067648484
Doncaster,-0.33499792310297716,113.39268991198418,104.34997716518676
Donegal,-0.008762200839595558,23.478842258951484,25.561766493143622
Donetsk,-2.381267242070744,414.5107289758695,220.00505041255593
Dortmund,-0.13720584573639627,345.38322097905234,290.6883791106896
Dothan,-0.039315238875511804,10.321328014589012,12.370706325832812
Dresden,0.21017053423335597,200.44874306909287,207.05891805685405
Dubai,0.11412592509568975,4268.912556056338,4276.663786117889
Dublin,0.2821647444787597,5298.890049432424,5353.880026781686
Dubrovnik,-0.7046698139515606,1437.5200333303,1089.3272072222062
Duluth,0.015886614327743742,8.453099834650498,10.743116437107531
Dundee,0.1844887772605509,46.872157834105025,47.20561221103642
Dunedin,0.19901568829214822,42.100721627341116,45.89126590420363
Durango,-0.08588206949522781,29.689168775391924,30.83187176293794
Durban,0.1479260917881139,203.7610511722779,211.44602485216237
Durham,0.07138386872384339,48.01369531436211,40.91883830370799
Dusseldorf,0.1433235040352172,2402.1534274350474,2115.064957160374
Ecuador,0.17557148048555604,720.8649554896334,807.9300171048619
Edinburgh,0.21928417480755003,2637.2347042440356,2628.9735049829515
Edmonton,-0.3262320705234356,238.58088600612317,233.70233400197085
Egypt,0.21935396588057732,2580.3653091861065,2695.101241637461
Eindhoven,0.14505084219978648,670.3784211304678,647.2820463592841
Eldoret,0.0007088412955442713,12.059290989828979,12.996430961688501
Elmira,-1.8327642552840793,10.855062469089308,9.311874573066163
Enugu,-0.42112983961559247,14.432440566902915,14.947865043371202
Erbil,-0.4762460581702266,334.31530281389996,300.73071364412755
Erie,-0.18787078085804,10.193610379722815,12.381862049485933
Eritrea,-0.5942625308600038,83.71528347094461,75.8014169956498
Esperance,0.010911848168109639,8.807665766465613,9.794834879801734
Estonia,-0.0017106968667235378,992.052056866139,993.2800080317074
Ethiopia,-0.18830894889420535,291.8869801118239,263.10019007885813
Eugene,0.014884488483217995,21.05172184492626,24.362812257490923
Evansville,-0.5028015600950391,14.470362581248791,15.74858416575301
Exeter,0.10936609146191567,182.39885828180678,168.86360527804683
Fairbanks,-1.0631658642016597,52.2584404463035,40.37706301530531
Faisalabad,-0.10174190516901693,8.2287917980038,9.104686293332682
Fargo,-0.972955618521421,36.16807021708941,28.958792449897665
Faro,-1.0830272730523158,2770.8507668941825,1067.229785104272
Fayetteville,0.020374392533051955,13.72512087326996,14.15018909988485
Fes,0.11346431534069401,258.80694854141325,246.26845366293114
Fiji,-0.2072044016529453,481.2514570755916,440.672416220903
Finland,0.12886103565777351,2171.7761734294886,2155.657254356944
Flint,-0.713093623884784,16.425758855830228,14.667075559522766
Florence,-0.48032270498648066,44.194275854767604,41.8950896306029
Florencia,-2.539799395763806,8.370992135205013,6.075054655103935
Flores,-1.3880956842782672,18.105278637391013,14.33729429887313
Forde,0.005712030406852642,6.994917593818027,7.094705332147347
France,0.11758326357226079,19685.838428475916,19527.48963421552
Frankfurt,-1.2009952560886257,5802.863012806488,3516.8846947423904
Fredericton,-0.2982206917816863,17.7212421191249,19.468333986908238
Freeport,0.2024650351353784,27.954424007441474,39.89943987601023
Freetown,0.13019011318334872,64.55028520791684,62.886577587152885
Fresno,-0.09581777050128615,37.14111308778907,43.4875626526568
Fukuoka,-1.4821831114027129,533.0953405088504,354.392019239685
Gabon,0.005176549502649785,42.73824945969401,54.63804837880981
Gaborone,-0.5025680602621654,44.70185721442767,66.76123606651566
Gainesville,-0.14512187080653205,34.714451683091816,43.19728791942556
Gambia,-0.19438031367062503,160.5135744888344,167.71504898562327
Gander,-0.48959521270693696,5.763983087943558,6.484651349532988
Gdansk,0.7153237038895148,247.26888161967713,191.5571105777679
Geneva,0.18532071534919903,2926.706855585066,2829.893318053262
Genoa,0.44961464341531543,184.01057456953703,133.77270835263815
George,0.0875576760745489,32.798707947063946,34.66433742425348
Georgetown,-0.06385672483296823,39.89594638130709,53.7828193771603
Georgia,-0.10909324849168422,962.1492526454334,965.4959470699987
Germany,0.23370050317376645,20646.512091417313,20597.30201910177
Ghana,0.1294002654311316,376.881081941073,375.9175856113611
Gibraltar,-0.28210663376339995,428.3160441561025,340.3084482942919
Gisborne,-0.10672013642247169,11.589636027873494,13.415171809463319
Gladstone,0.05142241390280944,25.00267856010479,27.741386613686057
Glasgow,-0.6590661543572385,2391.2846841714245,1704.3854685516878
Goa,-0.7970272920400783,1337.849081780609,1087.4762765282371
Gothenburg,0.09978460837000236,635.5107769189987,617.9394245412278
Granada,0.042149918957065435,355.6388915332057,345.35555376397963
Graz,0.38560324456706896,88.24082841173202,72.35755458585622
Greece,-0.733299234268934,17974.640946896267,13608.853113806617
Greenland,-0.3212700997069602,67.1647516032855,67.9425508414554
Greenville,0.18950543087013794,29.132215152742784,31.5938316022685
Grenada,-0.07549936572803584,71.15317719943793,81.404420444892
Grenoble,0.32433184569336315,244.65806305530114,273.2687975650646
Griffith,-0.238259785027648,7.789398530461434,9.273310998505334
Groningen,-0.07676904825256159,45.97211992266216,43.8016661444659
Guadalajara,0.22320083144158465,125.5476233101809,112.1051065712657
Guadeloupe,-0.7564743601622184,291.74021462423315,235.2604199090473
Guam,-0.04407699774635354,158.61797107291912,164.72633988157833
Guangzhou,0.09216770912831307,1025.3628150965849,1043.9751988437183
Guatemala,-0.03592219446495415,273.86669789137545,272.7355727379888
Guayaquil,0.3250073549860062,164.79985261474204,177.8385307070216
Guernsey,0.0034605055260764628,125.14238763294637,110.28061277798334
Guilin,-0.06222408662870027,85.07579675481743,91.39990448059834
Guinea,0.04462445420183392,64.49414861071227,75.50374059442353
Gulfport,-0.03373091205231127,12.753164260278531,14.385761750044113
Guwahati,-2.601545479912051,70.1790522538079,44.38697461671611
Guyana,-0.06808932050465177,40.7266279872221,54.07167913404392
Gwangju,-0.011458979898883115,14.837477224677016,18.932216206347075
Haiti,0.21247269488209874,71.09168189739536,75.7631134224878
Halifax,-0.32805904683667975,137.4827846804099,139.59436926211424
Hamburg,0.25588013300975876,1523.164997999045,1504.3041724797029
Hamilton,0.141998850570071,80.85500737156367,99.33949051107523
Hangzhou,0.038169736609868554,173.8740140348808,183.19207458677423
Hannover,0.2003056745115912,622.7461463257005,623.2237989315616
Hanoi,-0.03725403987413656,1302.2784726209918,1276.6143157170652
Harare,-0.004491321832606809,176.66782117248948,191.16143706179668
Harbin,-11.900718350190289,288.851079653494,87.60464594948996
Harlingen,-0.3031605637807475,10.549313422301692,11.948165097350653
Harrisburg,0.01904503485604314,25.792985503240978,30.248581126331363
Hartford,-0.12493734180720795,58.53320590118019,65.55341378291256
Havana,0.11885409021663595,1725.940262585628,1791.6212870391653
Hayden,-0.3832037559831334,10.908407078590903,11.197242615371875
Helena,-0.32618013802244294,13.939930163327109,15.36323609912638
Helsinki,0.16064904548879533,1596.4369296310892,1653.6614513153552
Hermosillo,0.10129622888082868,19.966699968727777,22.885708316792172
Hilo,-0.25779403648314037,45.63176935388347,46.81945354731034
Hiroshima,-0.5447860085302487,68.94745520592534,59.949213369265735
Hobart,-0.0867212936041788,193.8927549964832,195.858997332105
Honduras,0.1927243213116987,151.86218971023513,161.03313930096812
Honolulu,-0.010067218090866303,1170.7873275186985,1171.9188958195473
Houston,0.006840801109636252,594.2437222645747,614.5773131255285
Hue,-1.4571090710809727,71.1002810408545,58.098970650304985
Humberside,0.3007115667468573,28.86570158654677,27.656233984868702
Hungary,0.162390958798035,4033.4183684825844,4090.1329716049777
Huntsville,-0.05310890216967468,22.089599350441325,23.344039907838358
Hyderabad,-0.26485573176307287,415.2663504512638,398.2583424659803
Ibiza,-0.1850073704460562,3201.1015086945317,2735.859413459479
Iceland,-0.04317176891895991,1757.7734344740431,1688.316737520364
Iguazu,-0.027217278417725144,77.96252936600783,92.07121500671369
Ikaria,-0.6015095883255188,27.446466232183855,24.106377203449714
India,-0.7308933607501922,11429.041304175484,9230.644979861283
Indianapolis,0.10636115527704948,110.8551295042612,112.66281638283546
Indonesia,-0.03213349968619772,7997.53919342328,7512.33353506034
Indore,-0.009340570378564506,54.03299836821231,61.56293432587907
Innsbruck,0.5190426881595801,280.67746927929596,239.90632252758516
Inverness,0.03364992883105955,310.7725197097642,313.4641702573937
Ipoh,-0.06840407407824012,16.673020830671312,18.3691004354174
Iran,-0.25216180845833946,1148.2411124682674,1114.3589158086309
Iraq,-0.09819570009490342,590.6029385777256,589.4046758336171
Ireland,0.22657143496082544,6595.164206063684,6426.521409212484
Islamabad,-0.03976861529696718,736.0326141154752,771.4367396243113
Islay,-0.13778687345061402,17.83882437405069,19.250797467247946
Islip,-0.29577099995917067,7.316179182493048,8.321958904008119
Israel,0.08849993056442251,2754.1079661603726,2796.4419989368575
Istanbul,-0.0295010580412971,9126.943910391561,8678.96373238008
Italy,0.13624529500630223,31250.492145817072,31370.224360349297
Ithaca,-0.5421939951102237,20.04082877097372,21.227552185171838
Izmir,-0.12493416681173919,658.8853214523975,425.6280935892501
Jackson,0.06060730133997427,40.48416725812829,40.47720761042565
Jacksonville,-0.029160679590337413,8.952367445730284,10.560456533100263
Jaipur,-0.17740319636870328,101.73304333547364,115.56074092766107
Jakarta,0.15037650430414606,1672.6662193277261,1743.0917443325113
Jamaica,-0.1422002344200879,578.9545123212102,536.92002601499
Jammu,-0.12059900876205254,64.74686490046417,73.82094667483443
Japan,-0.13372063461680828,7453.74802586563,7014.653235144016
Jeddah,-0.10575485845611055,480.8634867621427,469.3818690825602
Jeju,-0.8629199703460839,384.7227886543883,321.21595463444646
Jerez,0.2439865251124388,193.46074119076312,209.68891462823868
Jersey,0.039777881099515744,328.33198645941366,318.16305282605293
Jodhpur,-9.11204238511103,63.54885858446358,24.252669795045243
Johannesburg,0.15406791059305458,1215.4443072857434,1214.526150043969
Jordan,0.05071902212686308,679.2391128902906,633.8645858873862
Juba,-0.020069302108317144,25.770833186645152,24.862758844177975
Juneau,0.07432447195638758,17.359109704764457,17.966459566504433
Kabul,-0.1232756585835959,112.20840722661946,130.19642814741022
Kalamazoo,-0.26668039513837316,10.618956397303519,11.13368272985324
Kamloops,-0.19174998475855665,12.916849378474534,16.198770363528293
Kano,-0.17505791266292792,21.13712145049119,23.656888614233488
Karachi,-0.24229240468129176,270.37007568453134,233.8931243394753
Kashi,-0.2676470621259852,16.280231462333337,18.127920023405885
Kathmandu,0.04991391866638173,965.9253447814474,1040.3613347936348
Kazakhstan,0.29301431079063534,654.4544198237351,629.8193546968696
Kazan,0.3291595154289795,289.45909785354,295.8494128736041
Kefalonia,-2.091245324467644,244.88252456275814,79.32957094686002
Kelowna,-0.016750589261617987,49.393158459940345,57.61690917305657
Kenya,-0.049465039017548174,1006.5382620523612,949.1078703758467
Kerry,-0.1865109488610126,96.88762122453483,89.63700342387902
Kharkov,-0.5449461639737849,179.99418683688444,147.52315297627862
Khartoum,-0.47558998310412415,122.09081242800548,102.30948195380645
Kiev,-2.0407578457686077,2580.1107718662065,1338.7890979935005
Kigali,0.2579767178578827,50.05086544496935,55.815930745621365
Kilimanjaro,-0.12596371233537784,180.81295007036704,166.21678380581784
Killeen,-0.09934061091179647,13.992305683830574,15.693697729901006
Kimberley,-0.352142478224611,7.663446162877767,7.375333678892095
Kingston,0.0387962913818195,224.33935361722342,230.88650731000394
Kinshasa,0.2230335724937076,49.37006810642569,48.559088723494895
Kisumu,-0.04374405431024586,8.997521781715143,10.335515982523562
Knock,0.21955138177313893,163.54098581320818,164.70542164108852
Knoxville,-0.05315752458672218,39.36644743347793,40.54310640000961
Kobe,-0.22137317601499928,21.833745596538986,20.537648831627493
Kochi,0.0321024930040692,468.5622720074065,471.4845973591025
Kolkata,-0.19426437594725332,362.06793233172857,393.9651531970738
Kona,-0.36275336731470675,88.51198765863455,80.50080817723199
Kos,-0.8561186413937987,540.0875554348231,468.6461628948793
Krabi,-0.024194444044799868,541.9799389056816,536.2717539293861
Krakow,0.1251792531483078,1479.1378655866881,1385.4856418771205
Krasnodar,0.14638983254388926,785.0493506274634,815.3789608069138
Krasnoyarsk,0.5045724054635423,204.3748941241372,166.127705322762
Kuantan,0.11450455390316805,28.18608602741788,28.422669896800688
Kuching,-0.3069007955945424,162.4393745689688,158.41082276641092
Kumasi,-0.0680357174257824,7.192993960193754,8.353110537108993
Kuwait,-0.006586385093583225,356.46615840758665,408.2926615320651
Kyrgyzstan,0.03154308623372082,338.4155369889995,356.2525318166613
Lafayette,-0.17648817383411575,13.369841880587854,14.509097361655547
Lagos,0.02143742523941372,402.5156756300512,380.2912061109388
Lahore,-0.05158664820346659,487.04833137142316,487.20276625776535
Lampedusa,-1.6595435208340579,143.62235481615764,78.2575351932076
Langkawi,-0.11917573274595106,292.1566849925994,289.02476159059455
Lanseria,0.2655074014413006,8.677932334998369,8.98820575765461
Lansing,-0.24548909033578425,23.980372270495728,26.669185658915
Lanzarote,-0.0689644659195181,1878.4234837239385,1721.0744729288122
Laos,-0.05187685163251188,340.3931863231975,358.57463513868873
Laredo,-1.7409513480786818,9.965774380500418,7.469433807608848
Latvia,0.10288468296583231,1155.2094858846535,1125.8633628277512
Launceston,-24.430894191649294,371.5278030936428,85.40457828587118
Lawton,0.03585240758952801,7.118848771119909,8.549593374833684
